 Keyword	Units	Type	Component	Legend Label
RdID_L1O	-	Road ID Number	Tires	Road ID for tire L1O	Tire L1O
RdID_L2I	-	Road ID Number	Tires	Road ID for tire L2I	Tire L2I
RdID_L2O	-	Road ID Number	Tires	Road ID for tire L2O	Tire L2O
RdID_L3I	-	Road ID Number	Tires	Road ID for tire L3I	Tire L3I
RdID_L3O	-	Road ID Number	Tires	Road ID for tire L3O	Tire L3O
RdID_L4I	-	Road ID Number	Tires	Road ID for tire L4I	Tire L4I
RdID_L4O	-	Road ID Number	Tires	Road ID for tire L4O	Tire L4O
RdID_R1I	-	Road ID Number	Tires	Road ID for tire R1I	Tire R1I
RdID_R1O	-	Road ID Number	Tires	Road ID for tire R1O	Tire R1O
RdID_R2I	-	Road ID Number	Tires	Road ID for tire R2I	Tire R2I
RdID_R2O	-	Road ID Number	Tires	Road ID for tire R2O	Tire R2O
RdID_R3I	-	Road ID Number	Tires	Road ID for tire R3I	Tire R3I
RdID_R3O	-	Road ID Number	Tires	Road ID for tire R3O	Tire R3O
RdID_R4I	-	Road ID Number	Tires	Road ID for tire R4I	Tire R4I
RdID_R4O	-	Road ID Number	Tires	Road ID for tire R4O	Tire R4O
RgearDLT	-	Dimensionless ratio	Powertrain	Driveline total gear ratio	Driveline total gear
Rgear_Tr	-	Dimensionless ratio	Powertrain	Transmission gear ratio	Transmission gear
RhoPathY	1/m	Curvature	Driver model path	Curvature of path (road lateral)	Driver path (road lateral)
RhoPathZ	1/m	Curvature	Driver model path	Curvature of path (road normal)	Driver path (road normal)
Rho_Road	1/m	Curvature	Driver model path	Curvature of road X-Y ref. path	Driver reference path
RolA_A1r	deg/s2	Angular acceleration	Axles	Axle 1 relative roll acc.	Axle 1 relative roll
RolA_A2r	deg/s2	Angular acceleration	Axles	Axle 2 relative roll acc.	Axle 2 relative roll
RolA_A3r	deg/s2	Angular acceleration	Axles	Axle 3 relative roll acc.	Axle 3 relative roll
RolA_A4r	deg/s2	Angular acceleration	Axles	Axle 4 relative roll acc.	Axle 4 relative roll
Roll	deg	Angle	Chassis motion	Roll, unit 1	Unit 1 roll
RollGL1	deg	Angle	Ground and road	Roll at ground, wheel L1	Roll at ground, wheel L1
RollGL2	deg	Angle	Ground and road	Roll at ground, wheel L2	Roll at ground, wheel L2
RollGL3	deg	Angle	Ground and road	Roll at ground, wheel L3	Roll at ground, wheel L3
RollGL4	deg	Angle	Ground and road	Roll at ground, wheel L4	Roll at ground, wheel L4
RollGR1	deg	Angle	Ground and road	Roll at ground, wheel R1	Roll at ground, wheel R1
RollGR2	deg	Angle	Ground and road	Roll at ground, wheel R2	Roll at ground, wheel R2
RollGR3	deg	Angle	Ground and road	Roll at ground, wheel R3	Roll at ground, wheel R3
RollGR4	deg	Angle	Ground and road	Roll at ground, wheel R4	Roll at ground, wheel R4
RollO_1	deg	Roll angle	Targets	Roll angle of moving object 1	Moving object 1
RollO_10	deg	Roll angle	Targets	Roll angle of moving object 10	Moving object 10
RollO_2	deg	Roll angle	Targets	Roll angle of moving object 2	Moving object 2
RollO_3	deg	Roll angle	Targets	Roll angle of moving object 3	Moving object 3
RollO_4	deg	Roll angle	Targets	Roll angle of moving object 4	Moving object 4
RollO_5	deg	Roll angle	Targets	Roll angle of moving object 5	Moving object 5
RollO_6	deg	Roll angle	Targets	Roll angle of moving object 6	Moving object 6
RollO_7	deg	Roll angle	Targets	Roll angle of moving object 7	Moving object 7
RollO_8	deg	Roll angle	Targets	Roll angle of moving object 8	Moving object 8
RollO_9	deg	Roll angle	Targets	Roll angle of moving object 9	Moving object 9
RollPath	deg	Angle	Driver model path	Roll at ground on driver path	Ground at driver path
RollR_H	deg/s	Angular rate	Hitch	Roll rate, hitch	Roll rate, hitch
RollShad	deg	Angle	Ground and road	Roll angle of vehicle shadow 1	Road reference frame 1
RollShd2	deg	Angle	Ground and road	Roll angle of vehicle shadow 2	Road reference frame 2
Roll_2	deg	Angle	Chassis motion	Roll, unit 2	Unit 2 roll
Roll_A1	deg	Angle	Axles	Axle 1 Euler roll	Axle 1
Roll_A1r	deg	Angle	Axles	Axle 1 relative roll	Axle 1 relative roll
Roll_A2	deg	Angle	Axles	Axle 2 Euler roll	Axle 2
Roll_A2r	deg	Angle	Axles	Axle 2 relative roll	Axle 2 relative roll
Roll_A3	deg	Angle	Axles	Axle 3 Euler roll	Axle 3
Roll_A3r	deg	Angle	Axles	Axle 3 relative roll	Axle 3 relative roll
Roll_A4	deg	Angle	Axles	Axle 4 Euler roll	Axle 4
Roll_A4r	deg	Angle	Axles	Axle 4 relative roll	Axle 4 relative roll
Roll_E	deg	Angle	Chassis motion	Roll (Euler), unit 1	Unit 1 roll (Euler), 
Roll_E_2	deg	Angle	Chassis motion	Roll (Euler), unit 2	Unit 2 roll (Euler), 
Roll_H	deg	Angle	Hitch	Roll, hitch	Roll, hitch
Roll_L1	deg	Angle	Wheels	Roll (Euler), wheel L1	Roll (Euler), wheel L1
Roll_L2	deg	Angle	Wheels	Roll (Euler), wheel L2	Roll (Euler), wheel L2
Roll_L3	deg	Angle	Wheels	Roll (Euler), wheel L3	Roll (Euler), wheel L3
Roll_L4	deg	Angle	Wheels	Roll (Euler), wheel L4	Roll (Euler), wheel L4
Roll_R1	deg	Angle	Wheels	Roll (Euler), wheel R1	Roll (Euler), wheel R1
Roll_R2	deg	Angle	Wheels	Roll (Euler), wheel R2	Roll (Euler), wheel R2
Roll_R3	deg	Angle	Wheels	Roll (Euler), wheel R3	Roll (Euler), wheel R3
Roll_R4	deg	Angle	Wheels	Roll (Euler), wheel R4	Roll (Euler), wheel R4
Roll_Rd	deg	Angle	Chassis motion	Unit 1 roll rel. to road ref	Unit 1 roll
Roll_Rd2	deg	Angle	Chassis motion	Unit 2 roll rel. to road ref	Unit 2 roll
RolR_A1r	deg/s	Angular rate	Axles	Axle 1 relative roll rate	Axle 1 relative roll
RolR_A2r	deg/s	Angular rate	Axles	Axle 2 relative roll rate	Axle 2 relative roll
RolR_A3r	deg/s	Angular rate	Axles	Axle 3 relative roll rate	Axle 3 relative roll
RolR_A4r	deg/s	Angular rate	Axles	Axle 4 relative roll rate	Axle 4 relative roll
RotTrans	rev	Rotation	Powertrain	Trans. output shaft rotation	Transmission output shaft
Rot_D3f	rev	Rotation	Powertrain	Trans case shaft to drv. A1 rot	Trns case output shaft to drv A1
Rot_D3r	rev	Rotation	Powertrain	Trans case shaft to drv. A2 rot	Trns case output shaft to drv A2
Rot_D6f	rev	Rotation	Powertrain	Trcase shaft to drv. A3 rotation	Trcase output shaft to drv. A3
Rot_D6r	rev	Rotation	Powertrain	Trcase shaft to drv. A4 rotation	Trcase output shaft to drv. A4
Rot_D7f	rev	Rotation	Powertrain	Master trcase fr. shaft rotation	Master trcase front output shaft
Rot_D7r	rev	Rotation	Powertrain	Master trcase re. shaft rotation	Master trcase rear output shaft
Rot_D9f	rev	Rotation	Powertrain	Trcase shaft to drv. A4 rotation	Trcase output shaft to drv. A4
Rot_D9r	rev	Rotation	Powertrain	Trcase shaft to drv. A5 rotation	Trcase output shaft to drv. A5
Rot_Eng	rev	Rotation	Powertrain	Engine crankshaft rotation	Engine crankshaft
Rot_L1	rev	Rotation	Wheels	Wheel L1 rotation	wheel L1
Rot_L2	rev	Rotation	Wheels	Wheel L2 rotation	wheel L2
Rot_L3	rev	Rotation	Wheels	Wheel L3 rotation	wheel L3
Rot_L4	rev	Rotation	Wheels	Wheel L4 rotation	wheel L4
Rot_R1	rev	Rotation	Wheels	Wheel R1 rotation	wheel R1
Rot_R2	rev	Rotation	Wheels	Wheel R2 rotation	wheel R2
Rot_R3	rev	Rotation	Wheels	Wheel R3 rotation	wheel R3
Rot_R4	rev	Rotation	Wheels	Wheel R4 rotation	wheel R4
Rot_TC	rev	Rotation	Powertrain	Trans input shaft rotation	Transmission input shaft
R_AV_TC	-	Dimensionless ratio	Powertrain	TC output/input speed ratio	TC output/input speed
R_M_TC	-	Dimensionless ratio	Powertrain	TC out./input shaft torque ratio	TC output/input shaft torque
Station	m	Longitudinal distance	Driver model path	Station (path) at vehicle origin	Path station at vehicle origin
Sta_Prof	m	Longitudinal distance	Ground and road	Station for road profiles	Road profile station
Sta_Road	m	Longitudinal distance	Ground and road	Station (road) at vehicle origin	Road station at vehicle origin
Steer_DM	deg	Angle	Steering	Steer angle from driver	Steering wheel
Steer_L1	deg	Angle	Steering	Wheel steer L1	Wheel steer L1
Steer_L2	deg	Angle	Steering	Wheel steer L2	Wheel steer L2
Steer_L3	deg	Angle	Steering	Wheel steer L3	Wheel steer L3
Steer_L4	deg	Angle	Steering	Wheel steer L4	Wheel steer L4
Steer_R1	deg	Angle	Steering	Wheel steer R1	Wheel steer R1
Steer_R2	deg	Angle	Steering	Wheel steer R2	Wheel steer R2
Steer_R3	deg	Angle	Steering	Wheel steer R3	Wheel steer R3
Steer_R4	deg	Angle	Steering	Wheel steer R4	Wheel steer R4
Steer_SW	deg	Angle	Steering	Steering wheel angle	Steering wheel
StrAV_SW	deg/s	Angular rate	Steering	Steering wheel angular rate	Steering wheel
StrBp_A1	deg	Angle	Steering	Bump steer, axle 1	Axle 1 bump steer
StrBp_A2	deg	Angle	Steering	Bump steer, axle 2	Axle 2 bump steer
StrBp_A3	deg	Angle	Steering	Bump steer, axle 3	Axle 3 bump steer
StrBp_A4	deg	Angle	Steering	Bump steer, axle 4	Axle 4 bump steer
StrC_L1	deg	Angle	Steering	Compliance steer, wheel L1	Wheel L1 compliance steer
StrC_L2	deg	Angle	Steering	Compliance steer, wheel L2	Wheel L2 compliance steer
StrC_L3	deg	Angle	Steering	Compliance steer, wheel L3	Wheel L3 compliance steer
StrC_L4	deg	Angle	Steering	Compliance steer, wheel L4	Wheel L4 compliance steer
StrC_R1	deg	Angle	Steering	Compliance steer, wheel R1	Wheel R1 compliance steer
StrC_R2	deg	Angle	Steering	Compliance steer, wheel R2	Wheel R2 compliance steer
StrC_R3	deg	Angle	Steering	Compliance steer, wheel R3	Wheel R3 compliance steer
StrC_R4	deg	Angle	Steering	Compliance steer, wheel R4	Wheel R4 compliance steer
StrK_L1	deg	Angle	Steering	Kinematic steer, wheel L1	Wheel L1 kinematic steer
StrK_L2	deg	Angle	Steering	Kinematic steer, wheel L2	Wheel L2 kinematic steer
StrK_L3	deg	Angle	Steering	Kinematic steer, wheel L3	Wheel L3 kinematic steer
StrK_L4	deg	Angle	Steering	Kinematic steer, wheel L4	Wheel L4 kinematic steer
StrK_R1	deg	Angle	Steering	Kinematic steer, wheel R1	Wheel R1 kinematic steer
StrK_R2	deg	Angle	Steering	Kinematic steer, wheel R2	Wheel R2 kinematic steer
StrK_R3	deg	Angle	Steering	Kinematic steer, wheel R3	Wheel R3 kinematic steer
StrK_R4	deg	Angle	Steering	Kinematic steer, wheel R4	Wheel R4 kinematic steer
StrR_A1	deg	Angle	Steering	Roll steer, axle 1	Axle 1 roll steer
StrR_A2	deg	Angle	Steering	Roll steer, axle 2	Axle 2 roll steer
StrR_A3	deg	Angle	Steering	Roll steer, axle 3	Axle 3 roll steer
StrR_A4	deg	Angle	Steering	Roll steer, axle 4	Axle 4 roll steer
StrSWr_1	deg	Angle	Steering	SW angle reduced for axle 1	SW angle reduced for axle 1
StrSWr_2	deg	Angle	Steering	SW angle reduced for axle 2	SW angle reduced for axle 2
StrSWr_3	deg	Angle	Steering	SW angle reduced for axle 3	SW angle reduced for axle 3
StrWp_A1	deg	Angle	Steering	Wrap steer, axle 1	Axle 1 wrap steer
StrWp_A2	deg	Angle	Steering	Wrap steer, axle 2	Axle 2 wrap steer
StrWp_A3	deg	Angle	Steering	Wrap steer, axle 3	Axle 3 wrap steer
StrWp_A4	deg	Angle	Steering	Wrap steer, axle 4	Axle 4 wrap steer
S_Obj_1	m	Station	Targets	Station of moving object 1	Moving object 1
S_Obj_10	m	Station	Targets	Station of moving object 10	Moving object 10
S_Obj_2	m	Station	Targets	Station of moving object 2	Moving object 2
S_Obj_3	m	Station	Targets	Station of moving object 3	Moving object 3
S_Obj_4	m	Station	Targets	Station of moving object 4	Moving object 4
S_Obj_5	m	Station	Targets	Station of moving object 5	Moving object 5
S_Obj_6	m	Station	Targets	Station of moving object 6	Moving object 6
S_Obj_7	m	Station	Targets	Station of moving object 7	Moving object 7
S_Obj_8	m	Station	Targets	Station of moving object 8	Moving object 8
S_Obj_9	m	Station	Targets	Station of moving object 9	Moving object 9
S_RdO_1	m	S_Rd	Targets	S_Rd of moving object 1	Moving object 1
S_RdO_10	m	S_Rd	Targets	S_Rd of moving object 10	Moving object 10
S_RdO_2	m	S_Rd	Targets	S_Rd of moving object 2	Moving object 2
S_RdO_3	m	S_Rd	Targets	S_Rd of moving object 3	Moving object 3
S_RdO_4	m	S_Rd	Targets	S_Rd of moving object 4	Moving object 4
S_RdO_5	m	S_Rd	Targets	S_Rd of moving object 5	Moving object 5
S_RdO_6	m	S_Rd	Targets	S_Rd of moving object 6	Moving object 6
S_RdO_7	m	S_Rd	Targets	S_Rd of moving object 7	Moving object 7
S_RdO_8	m	S_Rd	Targets	S_Rd of moving object 8	Moving object 8
S_RdO_9	m	S_Rd	Targets	S_Rd of moving object 9	Moving object 9
S_Rd_L1I	m	Road Station	Tires	Road station for tire L1I	Tire L1I
S_Rd_L1O	m	Road Station	Tires	Road station for tire L1O	Tire L1O
S_Rd_L2I	m	Road Station	Tires	Road station for tire L2I	Tire L2I
S_Rd_L2O	m	Road Station	Tires	Road station for tire L2O	Tire L2O
S_Rd_L3I	m	Road Station	Tires	Road station for tire L3I	Tire L3I
S_Rd_L3O	m	Road Station	Tires	Road station for tire L3O	Tire L3O
S_Rd_L4I	m	Road Station	Tires	Road station for tire L4I	Tire L4I
S_Rd_L4O	m	Road Station	Tires	Road station for tire L4O	Tire L4O
S_Rd_R1I	m	Road Station	Tires	Road station for tire R1I	Tire R1I
S_Rd_R1O	m	Road Station	Tires	Road station for tire R1O	Tire R1O
S_Rd_R2I	m	Road Station	Tires	Road station for tire R2I	Tire R2I
S_Rd_R2O	m	Road Station	Tires	Road station for tire R2O	Tire R2O
S_Rd_R3I	m	Road Station	Tires	Road station for tire R3I	Tire R3I
S_Rd_R3O	m	Road Station	Tires	Road station for tire R3O	Tire R3O
S_Rd_R4I	m	Road Station	Tires	Road station for tire R4I	Tire R4I
S_Rd_R4O	m	Road Station	Tires	Road station for tire R4O	Tire R4O
TC_Lock	-	Boolean	Powertrain	Torque converter lockup signal	Torque converter lockup clutch
Throttle	-	Dimensionless ratio	Powertrain	Normalized throttle at Pedal	Pedal
Thrtl_SC	-	Dimensionless ratio	Powertrain	Throttle (speed controller)	Pedal (speed controller)
Thr_Eng	-	Dimensionless ratio	Powertrain	Normalized throttle at Engine	Engine
Thr_Intl	-	Dimensionless ratio	Powertrain	Normalized throttle (internal)	Pedal (internal)
T_Event	s	Time	Time	Time since event clock reset	Event
T_Record	s	Time	Time	Recording time in output file	Recording time in file
T_Rtr_L1	C	Temperature	Brakes	Brake rotor L1 temperature	Brake rotor L1
T_Rtr_L2	C	Temperature	Brakes	Brake rotor L2 temperature	Brake rotor L2
T_Rtr_L3	C	Temperature	Brakes	Brake rotor L3 temperature	Brake rotor L3
T_Rtr_L4	C	Temperature	Brakes	Brake rotor L4 temperature	Brake rotor L4
T_Rtr_R1	C	Temperature	Brakes	Brake rotor R1 temperature	Brake rotor R1
T_Rtr_R2	C	Temperature	Brakes	Brake rotor R2 temperature	Brake rotor R2
T_Rtr_R3	C	Temperature	Brakes	Brake rotor R3 temperature	Brake rotor R3
T_Rtr_R4	C	Temperature	Brakes	Brake rotor R4 temperature	Brake rotor R4
T_Stamp	s	Time	Time	Simulation time stamp	Simulation time stamp
Vair	km/h	Speed	Aerodynamics	Air speed relative to unit 1	Air speed relative to unit 1
Vair_2	km/h	Speed	Aerodynamics	Air speed relative to unit 2	Air speed relative to unit 2
Vbk_Tot	mm3	Volume	Brakes	Total brake corner volume	Brake system
VisO_1	-	Visibility	Targets	Visibility of moving object 1	Moving object 1
VisO_10	-	Visibility	Targets	Visibility of moving object 10	Moving object 10
VisO_2	-	Visibility	Targets	Visibility of moving object 2	Moving object 2
VisO_3	-	Visibility	Targets	Visibility of moving object 3	Moving object 3
VisO_4	-	Visibility	Targets	Visibility of moving object 4	Moving object 4
VisO_5	-	Visibility	Targets	Visibility of moving object 5	Moving object 5
VisO_6	-	Visibility	Targets	Visibility of moving object 6	Moving object 6
VisO_7	-	Visibility	Targets	Visibility of moving object 7	Moving object 7
VisO_8	-	Visibility	Targets	Visibility of moving object 8	Moving object 8
VisO_9	-	Visibility	Targets	Visibility of moving object 9	Moving object 9
VJStL1	mm/s	Compression rate	Suspensions	Comp. rate, jounce stop L1	Jounce stop L1
VJStL2	mm/s	Compression rate	Suspensions	Comp. rate, jounce stop L2	Jounce stop L2
VJStL3	mm/s	Compression rate	Suspensions	Comp. rate, jounce stop L3	Jounce stop L3
VJStL4	mm/s	Compression rate	Suspensions	Comp. rate, jounce stop L4	Jounce stop L4
VJStR1	mm/s	Compression rate	Suspensions	Comp. rate, jounce stop R1	Jounce stop R1
VJStR2	mm/s	Compression rate	Suspensions	Comp. rate, jounce stop R2	Jounce stop R2
VJStR3	mm/s	Compression rate	Suspensions	Comp. rate, jounce stop R3	Jounce stop R3
VJStR4	mm/s	Compression rate	Suspensions	Comp. rate, jounce stop R4	Jounce stop R4
VRStL1	mm/s	Compression rate	Suspensions	Comp. rate, rebound stop L1	Rebound stop L1
VRStL2	mm/s	Compression rate	Suspensions	Comp. rate, rebound stop L2	Rebound stop L2
VRStL3	mm/s	Compression rate	Suspensions	Comp. rate, rebound stop L3	Rebound stop L3
VRStL4	mm/s	Compression rate	Suspensions	Comp. rate, rebound stop L4	Rebound stop L4
VRStR1	mm/s	Compression rate	Suspensions	Comp. rate, rebound stop R1	Rebound stop R1
VRStR2	mm/s	Compression rate	Suspensions	Comp. rate, rebound stop R2	Rebound stop R2
VRStR3	mm/s	Compression rate	Suspensions	Comp. rate, rebound stop R3	Rebound stop R3
VRStR4	mm/s	Compression rate	Suspensions	Comp. rate, rebound stop R4	Rebound stop R4
Vwind	km/h	Speed	Aerodynamics	Wind speed	Wind
Vx	km/h	Longitudinal speed	Chassis motion	Longitudinal speed, unit 1	Unit 1 total CG
VxCenL1i	km/h	Longitudinal speed	Tires	Vx, center of tire contact L1i	Center of tire contact L1i
VxCenL1o	km/h	Longitudinal speed	Tires	Vx, center of tire contact L1o	Center of tire contact L1o
VxCenL2i	km/h	Longitudinal speed	Tires	Vx, center of tire contact L2i	Center of tire contact L2i
VxCenL2o	km/h	Longitudinal speed	Tires	Vx, center of tire contact L2o	Center of tire contact L2o
VxCenL3i	km/h	Longitudinal speed	Tires	Vx, center of tire contact L3i	Center of tire contact L3i
VxCenL3o	km/h	Longitudinal speed	Tires	Vx, center of tire contact L3o	Center of tire contact L3o
VxCenL4i	km/h	Longitudinal speed	Tires	Vx, center of tire contact L4i	Center of tire contact L4i
VxCenL4o	km/h	Longitudinal speed	Tires	Vx, center of tire contact L4o	Center of tire contact L4o
VxCenR1i	km/h	Longitudinal speed	Tires	Vx, center of tire contact R1i	Center of tire contact R1i
VxCenR1o	km/h	Longitudinal speed	Tires	Vx, center of tire contact R1o	Center of tire contact R1o
VxCenR2i	km/h	Longitudinal speed	Tires	Vx, center of tire contact R2i	Center of tire contact R2i
VxCenR2o	km/h	Longitudinal speed	Tires	Vx, center of tire contact R2o	Center of tire contact R2o
VxCenR3i	km/h	Longitudinal speed	Tires	Vx, center of tire contact R3i	Center of tire contact R3i
VxCenR3o	km/h	Longitudinal speed	Tires	Vx, center of tire contact R3o	Center of tire contact R3o
VxCenR4i	km/h	Longitudinal speed	Tires	Vx, center of tire contact R4i	Center of tire contact R4i
VxCenR4o	km/h	Longitudinal speed	Tires	Vx, center of tire contact R4o	Center of tire contact R4o
VxNf_SM	km/h	Speed	Chassis motion	Global X speed, unit 1 SM CG	Unit 1 SM CG (global X)
VxNf_SM2	km/h	Speed	Chassis motion	Global X speed, unit 2 SM CG	Unit 2 SM CG (global X)
VxTarget	km/h	Longitudinal speed	Speed controller	Target speed	Target speed
Vxz_Fwd	km/h	Longitudinal speed	Chassis motion	Longitudinal speed in XZ plane	Vehicle forward in XZ plane
Vx_2	km/h	Longitudinal speed	Chassis motion	Longitudinal speed, unit 2	Unit 2 total CG
Vx_Err	km/h	Longitudinal speed	Speed controller	Speed controller error	Controller error
Vx_IErr	m	Speed error integral	Speed controller	Integrated speed control error	Integrated speed error
Vx_L1	km/h	Longitudinal speed	Wheels	Vx (equivalent), wheel L1	Wheel L1 (equivalent)
Vx_L2	km/h	Longitudinal speed	Wheels	Vx (equivalent), wheel L2	Wheel L2 (equivalent)
Vx_L3	km/h	Longitudinal speed	Wheels	Vx (equivalent), wheel L3	Wheel L3 (equivalent)
Vx_L4	km/h	Longitudinal speed	Wheels	Vx (equivalent), wheel L4	Wheel L4 (equivalent)
Vx_R1	km/h	Longitudinal speed	Wheels	Vx (equivalent), wheel R1	Wheel R1 (equivalent)
Vx_R2	km/h	Longitudinal speed	Wheels	Vx (equivalent), wheel R2	Wheel R2 (equivalent)
Vx_R3	km/h	Longitudinal speed	Wheels	Vx (equivalent), wheel R3	Wheel R3 (equivalent)
Vx_R4	km/h	Longitudinal speed	Wheels	Vx (equivalent), wheel R4	Wheel R4 (equivalent)
Vx_Rd	km/h	Longitudinal speed	Chassis motion	Unit 1 long. speed, road ref	Unit 1 total CG
Vx_Rd_2	km/h	Longitudinal speed	Chassis motion	Unit 2 long. speed, road ref	Unit 2 total CG
Vx_SM	km/h	Longitudinal speed	Chassis motion	Long. speed, unit 1 SM CG	Unit 1 SM CG
Vx_SM_2	km/h	Longitudinal speed	Chassis motion	Long. speed, unit 2 SM CG	Unit 2 SM CG
Vx_WC_L1	km/h	Longitudinal speed	Wheels	Vx at wheel center L1	Vx at wheel center L1
Vx_WC_L2	km/h	Longitudinal speed	Wheels	Vx at wheel center L2	Vx at wheel center L2
Vx_WC_L3	km/h	Longitudinal speed	Wheels	Vx at wheel center L3	Vx at wheel center L3
Vx_WC_L4	km/h	Longitudinal speed	Wheels	Vx at wheel center L4	Vx at wheel center L4
Vx_WC_R1	km/h	Longitudinal speed	Wheels	Vx at wheel center R1	Vx at wheel center R1
Vx_WC_R2	km/h	Longitudinal speed	Wheels	Vx at wheel center R2	Vx at wheel center R2
Vx_WC_R3	km/h	Longitudinal speed	Wheels	Vx at wheel center R3	Vx at wheel center R3
Vx_WC_R4	km/h	Longitudinal speed	Wheels	Vx at wheel center R4	Vx at wheel center R4
Vy	km/h	Lateral speed	Chassis motion	Lateral speed, unit 1	Unit 1 total CG
VyNf_SM	km/h	Speed	Chassis motion	Global Y speed, unit 1 SM CG	Unit 1 SM CG (global Y)
VyNf_SM2	km/h	Speed	Chassis motion	Global Y speed, unit 2 SM CG	Unit 2 SM CG (global Y)
VyTC_L1i	km/h	Lateral speed	Tires	Vy, L1i center of tire contact	Center of tire contact L1i
VyTC_L1o	km/h	Lateral speed	Tires	Vy, L1o center of tire contact	Center of tire contact L1o
VyTC_L2i	km/h	Lateral speed	Tires	Vy, L2i center of tire contact	Center of tire contact L2i
VyTC_L2o	km/h	Lateral speed	Tires	Vy, L2o center of tire contact	Center of tire contact L2o
VyTC_L3i	km/h	Lateral speed	Tires	Vy, L3i center of tire contact	Center of tire contact L3i
VyTC_L3o	km/h	Lateral speed	Tires	Vy, L3o center of tire contact	Center of tire contact L3o
VyTC_L4i	km/h	Lateral speed	Tires	Vy, L4i center of tire contact	Center of tire contact L4i
VyTC_L4o	km/h	Lateral speed	Tires	Vy, L4o center of tire contact	Center of tire contact L4o
VyTC_R1i	km/h	Lateral speed	Tires	Vy, R1i center of tire contact	Center of tire contact R1i
VyTC_R1o	km/h	Lateral speed	Tires	Vy, R1o center of tire contact	Center of tire contact R1o
VyTC_R2i	km/h	Lateral speed	Tires	Vy, R2i center of tire contact	Center of tire contact R2i
VyTC_R2o	km/h	Lateral speed	Tires	Vy, R2o center of tire contact	Center of tire contact R2o
VyTC_R3i	km/h	Lateral speed	Tires	Vy, R3i center of tire contact	Center of tire contact R3i
VyTC_R3o	km/h	Lateral speed	Tires	Vy, R3o center of tire contact	Center of tire contact R3o
VyTC_R4i	km/h	Lateral speed	Tires	Vy, R4i center of tire contact	Center of tire contact R4i
VyTC_R4o	km/h	Lateral speed	Tires	Vy, R4o center of tire contact	Center of tire contact R4o
Vy_2	km/h	Lateral speed	Chassis motion	Lateral speed, unit 2	Unit 2 total CG
Vy_Rack1	mm/s	Speed	Steering	Steering rack disp. rate, axle 1	Axle 1 steering
Vy_Rack2	mm/s	Speed	Steering	Steering rack disp. rate, axle 2	Axle 2 steering
Vy_Rack3	mm/s	Speed	Steering	Steering rack disp. rate, axle 3	Axle 3 steering
Vy_Rack4	mm/s	Speed	Steering	Steering rack disp. rate, axle 4	Axle 4 steering
Vy_Rd	km/h	Lateral speed	Chassis motion	Unit 1 lat. speed, road ref	Unit 1 total CG
Vy_Rd_2	km/h	Lateral speed	Chassis motion	Unit 2 lat. speed, road ref	Unit 2 total CG
Vy_SM	km/h	Lateral speed	Chassis motion	Lateral speed, unit 1 SM CG	Unit 1 SM CG
Vy_SM_2	km/h	Lateral speed	Chassis motion	Lateral speed, unit 2 SM CG	Unit 2 SM CG
Vy_WC_L1	km/h	Lateral speed	Wheels	Vy at wheel center L1	Vy at wheel center L1
Vy_WC_L2	km/h	Lateral speed	Wheels	Vy at wheel center L2	Vy at wheel center L2
Vy_WC_L3	km/h	Lateral speed	Wheels	Vy at wheel center L3	Vy at wheel center L3
Vy_WC_L4	km/h	Lateral speed	Wheels	Vy at wheel center L4	Vy at wheel center L4
Vy_WC_R1	km/h	Lateral speed	Wheels	Vy at wheel center R1	Vy at wheel center R1
Vy_WC_R2	km/h	Lateral speed	Wheels	Vy at wheel center R2	Vy at wheel center R2
Vy_WC_R3	km/h	Lateral speed	Wheels	Vy at wheel center R3	Vy at wheel center R3
Vy_WC_R4	km/h	Lateral speed	Wheels	Vy at wheel center R4	Vy at wheel center R4
Vz	km/h	Vertical speed	Chassis motion	Vertical speed, unit 1	Unit 1 total CG
Vz_2	km/h	Vertical speed	Chassis motion	Vertical speed, unit 2	Unit 2 total CG
Vz_Rd	km/h	Vertical speed	Chassis motion	Unit 1 vert. speed, road ref	Unit 1 total CG
Vz_Rd_2	km/h	Vertical speed	Chassis motion	Unit 2 vert. speed, road ref	Unit 2 total CG
Vz_SM	km/h	Vertical speed	Chassis motion	Vertical speed, unit 1 SM CG	Unit 1 SM CG
Vz_SM_2	km/h	Vertical speed	Chassis motion	Vertical speed, unit 2 SM CG	Unit 2 SM CG
Vz_WC_L1	km/h	Vertical speed	Wheels	Vz at wheel center L1	Vz at wheel center L1
Vz_WC_L2	km/h	Vertical speed	Wheels	Vz at wheel center L2	Vz at wheel center L2
Vz_WC_L3	km/h	Vertical speed	Wheels	Vz at wheel center L3	Vz at wheel center L3
Vz_WC_L4	km/h	Vertical speed	Wheels	Vz at wheel center L4	Vz at wheel center L4
Vz_WC_R1	km/h	Vertical speed	Wheels	Vz at wheel center R1	Vz at wheel center R1
Vz_WC_R2	km/h	Vertical speed	Wheels	Vz at wheel center R2	Vz at wheel center R2
Vz_WC_R3	km/h	Vertical speed	Wheels	Vz at wheel center R3	Vz at wheel center R3
Vz_WC_R4	km/h	Vertical speed	Wheels	Vz at wheel center R4	Vz at wheel center R4
v_mod1	-	v_mod1	VS Commands	Audio control (power on)	v_mod1
v_mod2	-	v_mod2	VS Commands	Audio control (power off)	v_mod2
v_mod3	-	v_mod3	VS Commands	Audio control, wind speed, vol	v_mod3
